"hudsucker proxy, the (1994)",112
in the line of fire (1993),113
in the name of the father (1993),114
what's love got to do with it? (1993),115
jurassic park (1993),116
m. butterfly (1993),117
much ado about nothing (1993),118
mrs. doubtfire (1993),119
philadelphia (1993),120
radioland murders (1994),121
"remains of the day, the (1993)",122
renaissance man (1994),123
romper stomper (1992),124
rudy (1993),125
schindler's list (1993),126
searching for bobby fischer (1993),127
"secret garden, the (1993)",128
shadowlands (1993),129
short cuts (1993),130
six degrees of separation (1993),131
sleepless in seattle (1993),132
sliver (1993),133
blade runner (1982),134
so i married an axe murderer (1993),135
"nightmare before christmas, the (1993)",136
"three musketeers, the (1993)",137
"war room, the (1993)",138
welcome to the dollhouse (1995),139
home alone (1990),140
ghost (1990),141
aladdin (1992),142
terminator 2: judgment day (1991),143
dances with wolves (1990),144
batman (1989),145
"silence of the lambs, the (1991)",146
snow white and the seven dwarfs (1937),147
beauty and the beast (1991),148
pinocchio (1940),149
pretty woman (1990),150
fargo (1996),151
"aristocats, the (1970)",152
primal fear (1996),153
jack and sarah (1995),154
courage under fire (1996),155
mission: impossible (1996),156
song of the little road (pather panchali) (1955),157
"world of apu, the (apur sansar) (1959)",158
mystery science theater 3000: the movie (1996),159
space jam (1996),160
mulholland falls (1996),161
"truth about cats & dogs, the (1996)",162
wallace & gromit: the best of aardman animation (1996),163
cold comfort farm (1995),164
"rock, the (1996)",165
twister (1996),166
wallace & gromit: a close shave (1995),167
"arrival, the (1996)",168
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),169
trainspotting (1996),170
independence day (a.k.a. id4) (1996),171
lone star (1996),172
"time to kill, a (1996)",173
"very brady sequel, a (1996)",174
"first wives club, the (1996)",175
ransom (1996),176
chain reaction (1996),177
emma (1996),178
tin cup (1996),179
"godfather, the (1972)",180
twelfth night (1996),181
"philadelphia story, the (1940)",182
singin' in the rain (1952),183
"american in paris, an (1951)",184
breakfast at tiffany's (1961),185
vertigo (1958),186
rear window (1954),187
it happened one night (1934),188
gaslight (1944),189
"gay divorcee, the (1934)",190
north by northwest (1959),191
"apartment, the (1960)",192
some like it hot (1959),193
charade (1963),194
casablanca (1942),195
"maltese falcon, the (1941)",196
my fair lady (1964),197
sabrina (1954),198
roman holiday (1953),199
meet me in st. louis (1944),200
"wizard of oz, the (1939)",201
gone with the wind (1939),202
my favorite year (1982),203
sunset blvd. (a.k.a. sunset boulevard) (1950),204
citizen kane (1941),205
2001: a space odyssey (1968),206
all about eve (1950),207
"women, the (1939)",208
rebecca (1940),209
foreign correspondent (1940),210
notorious (1946),211
spellbound (1945),212
father of the bride (1950),213
ninotchka (1939),214
gigi (1958),215
"adventures of robin hood, the (1938)",216
"mark of zorro, the (1940)",217
"ghost and mrs. muir, the (1947)",218
lost horizon (1937),219
top hat (1935),220
my man godfrey (1936),221
giant (1956),222
"thin man, the (1934)",223
his girl friday (1940),224
around the world in 80 days (1956),225
it's a wonderful life (1946),226
mr. smith goes to washington (1939),227
bringing up baby (1938),228
penny serenade (1941),229
"39 steps, the (1935)",230
night of the living dead (1968),231
"african queen, the (1951)",232
beat the devil (1953),233
cat on a hot tin roof (1958),234
meet john doe (1941),235
"farewell to arms, a (1932)",236
fly away home (1996),237
michael collins (1996),238
big night (1996),239
"chamber, the (1996)",240
"love bug, the (1969)",241
"parent trap, the (1961)",242
cinderella (1950),243
"sword in the stone, the (1963)",244
mary poppins (1964),245
dumbo (1941),246
pete's dragon (1977),247
alice in wonderland (1951),248
"fox and the hound, the (1981)",249
"sound of music, the (1965)",250
secrets & lies (1996),251
that thing you do! (1996),252
william shakespeare's romeo + juliet (1996),253
shall we dance (1937),254
crossfire (1947),255
"innocents, the (1961)",256
"fish called wanda, a (1988)",257
monty python's life of brian (1979),258
victor/victoria (1982),259
"candidate, the (1972)",260
bonnie and clyde (1967),261
dirty dancing (1987),262
reservoir dogs (1992),263
platoon (1986),264
"doors, the (1991)",265
sophie's choice (1982),266
e.t. the extra-terrestrial (1982),267
top gun (1986),268
rebel without a cause (1955),269
"streetcar named desire, a (1951)",270
"people vs. larry flynt, the (1996)",271
on golden pond (1981),272
"return of the pink panther, the (1975)",273
private benjamin (1980),274
monty python and the holy grail (1975),275
when we were kings (1996),276
wallace & gromit: the wrong trousers (1993),277
bob roberts (1992),278
enchanted april (1992),279
paths of glory (1957),280
"grifters, the (1990)",281
"english patient, the (1996)",282
my left foot (1989),283
passion fish (1992),284
strictly ballroom (1992),285
"thin blue line, the (1988)",286
one flew over the cuckoo's nest (1975),287
star wars: episode v - the empire strikes back (1980),288
"princess bride, the (1987)",289
raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),290
aliens (1986),291
"good, the bad and the ugly, the (buono, il brutto, il cattivo, il) (1966)",292
12 angry men (1957),293
lawrence of arabia (1962),294
"clockwork orange, a (1971)",295
to kill a mockingbird (1962),296
apocalypse now (1979),297
once upon a time in the west (c'era una volta il west) (1968),298
star wars: episode vi - return of the jedi (1983),299
"third man, the (1949)",300
goodfellas (1990),301
alien (1979),302
ran (1985),303
psycho (1960),304
"blues brothers, the (1980)",305
"godfather: part ii, the (1974)",306
full metal jacket (1987),307
"grand day out with wallace and gromit, a (1989)",308
henry v (1989),309
amadeus (1984),310
raging bull (1980),311
annie hall (1977),312
"right stuff, the (1983)",313
"boot, das (boat, the) (1981)",314
"sting, the (1973)",315
harold and maude (1971),316
"seventh seal, the (sjunde inseglet, det) (1957)",317
"terminator, the (1984)",318
glory (1989),319
rosencrantz and guildenstern are dead (1990),320
manhattan (1979),321
miller's crossing (1990),322
dead poets society (1989),323
"graduate, the (1967)",324
"femme nikita, la (nikita) (1990)",325
"bridge on the river kwai, the (1957)",326
chinatown (1974),327
"day the earth stood still, the (1951)",328
"treasure of the sierra madre, the (1948)",329
better off dead... (1985),330
"shining, the (1980)",331
stand by me (1986),332
m (1931),333
"great escape, the (1963)",334
"deer hunter, the (1978)",335
unforgiven (1992),336
"manchurian candidate, the (1962)",337
arsenic and old lace (1944),338
back to the future (1985),339
patton (1970),340
akira (1988),341
cool hand luke (1967),342
cyrano de bergerac (1990),343
young frankenstein (1974),344
raise the red lantern (da hong deng long gao gao gua) (1991),345
"great dictator, the (1940)",346
fantasia (1940),347
high noon (1952),348
"big sleep, the (1946)",349
heathers (1989),350
this is spinal tap (1984),351
indiana jones and the last crusade (1989),352
being there (1979),353
gandhi (1982),354
"room with a view, a (1986)",355
"killing fields, the (1984)",356
forbidden planet (1956),357
field of dreams (1989),358
"man who would be king, the (1975)",359
butch cassidy and the sundance kid (1969),360
when harry met sally... (1989),361
"birds, the (1963)",362
cape fear (1991),363
cape fear (1962),364
carrie (1976),365
"nosferatu (nosferatu, eine symphonie des grauens) (1922)",366
"omen, the (1976)",367
"mirror has two faces, the (1996)",368
breaking the waves (1996),369
star trek: first contact (1996),370
shine (1996),371
sling blade (1996),372
paradise lost: the child murders at robin hood hills (1996),373
"preacher's wife, the (1996)",374
"crucible, the (1996)",375
101 dalmatians (1996),376
star trek vi: the undiscovered country (1991),377
star trek ii: the wrath of khan (1982),378
star trek iv: the voyage home (1986),379
batman returns (1992),380
grease (1978),381
grease 2 (1982),382
jaws (1975),383
jaws 3-d (1983),384
jerry maguire (1996),385
raising arizona (1987),386
sneakers (1992),387
in love and war (1996),388
scream (1996),389
"last of the mohicans, the (1992)",390
hamlet (1996),391
"whole wide world, the (1996)",392
evita (1996),393
hearts and minds (1996),394
benny & joon (1993),395
kolya (kolja) (1996),396
waiting for guffman (1996),397
donnie brasco (1997),398
jungle2jungle (a.k.a. jungle 2 jungle) (1997),399
liar liar (1997),400
anna karenina (1997),401
grosse pointe blank (1997),402
romy and michele's high school reunion (1997),403
shall we dance? (shall we dansu?) (1996),404
brassed off (1996),405
"lost world: jurassic park, the (1997)",406
ponette (1996),407
my best friend's wedding (1997),408
face/off (1997),409
men in black (a.k.a. mib) (1997),410
g.i. jane (1997),411
air force one (1997),412
"hunt for red october, the (1990)",413
l.a. confidential (1997),414
"game, the (1997)",415
"ice storm, the (1997)",416
"mrs. brown (a.k.a. her majesty, mrs. brown) (1997)",417
the devil's advocate (1997),418
washington square (1997),419
gattaca (1997),420
stripes (1981),421
"rainmaker, the (1997)",422
witness (1985),423
sliding doors (1998),424
"truman show, the (1998)",425
"wings of the dove, the (1997)",426
good will hunting (1997),427
midnight in the garden of good and evil (1997),428
scream 2 (1997),429
"sweet hereafter, the (1997)",430
titanic (1997),431
"postman, the (1997)",432
"big lebowski, the (1998)",433
great expectations (1998),434
dark city (1998),435
"wedding singer, the (1998)",436
sphere (1998),437
everest (1998),438
"man in the iron mask, the (1998)",439
primary colors (1998),440
"spanish prisoner, the (1997)",441
"last days of disco, the (1998)",442
beyond silence (jenseits der stille) (1996),443
"children of heaven, the (bacheha-ye aseman) (1997)",444
dream for an insomniac (1996),445
"x-files: fight the future, the (1998)",446
out of sight (1998),447
picnic at hanging rock (1975),448
buffalo '66 (a.k.a. buffalo 66) (1998),449
armageddon (1998),450
pi (1998),451
there's something about mary (1998),452
mutiny on the bounty (1935),453
"lost weekend, the (1945)",454
gentleman's agreement (1947),455
all the king's men (1949),456
on the waterfront (1954),457
west side story (1961),458
tom jones (1963),459
in the heat of the night (1967),460
oliver! (1968),461
midnight cowboy (1969),462
"french connection, the (1971)",463
rocky (1976),464
kramer vs. kramer (1979),465
chariots of fire (1981),466
out of africa (1985),467
"last emperor, the (1987)",468
rain man (1988),469
driving miss daisy (1989),470
friday the 13th part 2 (1981),471
friday the 13th part 3: 3d (1982),472
friday the 13th part iv: the final chapter (1984),473
friday the 13th part v: a new beginning (1985),474
friday the 13th part vi: jason lives (1986),475
halloween ii (1981),476
halloween iii: season of the witch (1982),477
poltergeist (1982),478
poltergeist ii: the other side (1986),479
poltergeist iii (1988),480
"exorcist, the (1973)",481
"mask of zorro, the (1998)",482
back to the future part ii (1989),483
seven samurai (shichinin no samurai) (1954),484
dangerous liaisons (1988),485
"last temptation of christ, the (1988)",486
"godfather: part iii, the (1990)",487
saving private ryan (1998),488
"honey, i shrunk the kids (1989)",489
"negotiator, the (1998)",490
"parent trap, the (1998)",491
roger & me (1989),492
"purple rose of cairo, the (1985)",493
out of the past (1947),494
tender mercies (1983),495
and the band played on (1993),496
blue velvet (1986),497
"jungle book, the (1967)",498
lady and the tramp (1955),499
101 dalmatians (one hundred and one dalmatians) (1961),500
something wicked this way comes (1983),501
splash (1984),502
l.a. story (1991),503
"outsiders, the (1983)",504
indiana jones and the temple of doom (1984),505
"lord of the rings, the (1978)",506
"dead zone, the (1983)",507
cujo (1983),508
children of the corn (1984),509
"addams family, the (1991)",510
watership down (1978),511
"secret of nimh, the (1982)",512
pretty in pink (1986),513
st. elmo's fire (1985),514
rosemary's baby (1968),515
blade (1998),516
next stop wonderland (1998),517
strangers on a train (1951),518
stage fright (1950),519
"untouchables, the (1987)",520
lifeboat (1944),521
shadow of a doubt (1943),522
suspicion (1941),523
"lady vanishes, the (1938)",524
broadcast news (1987),525
married to the mob (1988),526
say anything... (1989),527
my blue heaven (1990),528
"few good men, a (1992)",529
edward scissorhands (1990),530
"impostors, the (1998)",531
"night at the roxbury, a (1998)",532
"producers, the (1968)",533
my cousin vinny (1992),534
"mighty, the (1998)",535
children of a lesser god (1986),536
"elephant man, the (1980)",537
life is beautiful (la vita è bella) (1997),538
american history x (1998),539
"siege, the (1998)",540
"waterboy, the (1998)",541
elizabeth (1998),542
"nights of cabiria (notti di cabiria, le) (1957)",543
"bug's life, a (1998)",544
central station (central do brasil) (1998),545
"celebration, the (festen) (1998)",546
very bad things (1998),547
little voice (1998),548
"simple plan, a (1998)",549
star trek: insurrection (1998),550
"prince of egypt, the (1998)",551
shakespeare in love (1998),552
rocky iii (1982),553
rocky iv (1985),554
rocky v (1990),555
"karate kid, the (1984)",556
"karate kid, part ii, the (1986)",557
"karate kid, part iii, the (1989)",558
christmas vacation (national lampoon's christmas vacation) (1989),559
you've got mail (1998),560
patch adams (1998),561
hilary and jackie (1998),562
ruthless people (1986),563
"name of the rose, the (name der rose, der) (1986)",564
crocodile dundee (1986),565
crocodile dundee ii (1988),566
simply irresistible (1999),567
"last days, the (1998)",568
office space (1999),569
8mm (1999),570
"other sister, the (1999)",571
christine (1983),572
planet of the apes (1968),573
"haunting, the (1963)",574
village of the damned (1960),575
children of the damned (1963),576
"king and i, the (1956)",577
"matrix, the (1999)",578
10 things i hate about you (1999),579
following (1998),580
never been kissed (1999),581
cookie's fortune (1999),582
pushing tin (1999),583
existenz (1999),584
mildred pierce (1945),585
dick tracy (1990),586
star wars: episode i - the phantom menace (1999),587
superman (1978),588
superman ii (1980),589
superman iii (1983),590
frankenstein (1931),591
"thing from another world, the (1951)",592
"war of the worlds, the (1953)",593
invasion of the body snatchers (1956),594
buena vista social club (1999),595
run lola run (lola rennt) (1998),596
trekkies (1997),597
big daddy (1999),598
arachnophobia (1990),599
"south park: bigger, longer and uncut (1999)",600
american pie (1999),601
"blair witch project, the (1999)",602
eyes wide shut (1999),603
ghostbusters (a.k.a. ghost busters) (1984),604
ghostbusters ii (1989),605
"haunting, the (1999)",606
mystery men (1999),607
"killing, the (1956)",608
spartacus (1960),609
"400 blows, the (les quatre cents coups) (1959)",610
"mission, the (1986)",611
radio days (1987),612
"iron giant, the (1999)",613
"sixth sense, the (1999)",614
cat's eye (1985),615
airplane! (1980),616
big (1988),617
oscar and lucinda (a.k.a. oscar & lucinda) (1997),618
"pelican brief, the (1993)",619
"christmas story, a (1983)",620
"astronaut's wife, the (1999)",621
"hard day's night, a (1964)",622
deliverance (1972),623
excalibur (1981),624
sanjuro (tsubaki sanjûrô) (1962),625
risky business (1983),626
ferris bueller's day off (1986),627
"year of living dangerously, the (1982)",628
brief encounter (1946),629
"lady eve, the (1941)",630
"palm beach story, the (1942)",631
niagara (1953),632
gilda (1946),633
south pacific (1958),634
indochine (1992),635
"fistful of dollars, a (per un pugno di dollari) (1964)",636
sydney (hard eight) (1996),637
home alone 2: lost in new york (1992),638
fight club (1999),639
"straight story, the (1999)",640
"bad seed, the (1956)",641
time bandits (1981),642
who framed roger rabbit? (1988),643
princess mononoke (mononoke-hime) (1997),644
"insider, the (1999)",645
american movie (1999),646
"they shoot horses, don't they? (1969)",647
"taming of the shrew, the (1967)",648
yojimbo (1961),649
trading places (1983),650
meatballs (1979),651
dead again (1991),652
dogma (1999),653
"commitments, the (1991)",654
stand and deliver (1988),655
moonstruck (1987),656
42 up (1998),657
sleepy hollow (1999),658
scrooged (1988),659
"grapes of wrath, the (1940)",660
"shop around the corner, the (1940)",661
"natural, the (1984)",662
fatal attraction (1987),663
"fisher king, the (1991)",664
places in the heart (1984),665
toy story 2 (1999),666
flawless (1999),667
"end of the affair, the (1999)",668
grand illusion (la grande illusion) (1937),669
"great santini, the (1979)",670
"green mile, the (1999)",671
"last picture show, the (1971)",672
magnolia (1999),673
man on the moon (1999),674
galaxy quest (1999),675
"talented mr. ripley, the (1999)",676
"hurricane, the (1999)",677
titus (1999),678
"girl, interrupted (1999)",679
"terrorist, the (a.k.a. malli) (theeviravaathi) (1998)",680
fast times at ridgemont high (1982),681
"cry in the dark, a (1988)",682
sister act (1992),683
alive (1993),684
death becomes her (1992),685
far and away (1992),686
howards end (1992),687
white men can't jump (1992),688
hard-boiled (lat sau san taam) (1992),689
man bites dog (c'est arrivé près de chez vous) (1992),690
"cutting edge, the (1992)",691
scream 3 (2000),692
"brandon teena story, the (1998)",693
"circus, the (1928)",694
city lights (1931),695
"kid, the (1921)",696
wonder boys (2000),697
splendor in the grass (1961),698
for all mankind (1989),699
born yesterday (1950),700
hoosiers (a.k.a. best shot) (1986),701
"taking of pelham one two three, the (1974)",702
volunteers (1985),703
jfk (1991),704
erin brockovich (2000),705
...and justice for all (1979),706
animal house (1978),707
do the right thing (1989),708
creature comforts (1989),709
double indemnity (1944),710
"good earth, the (1937)",711
guess who's coming to dinner (1967),712
"color of paradise, the (rang-e khoda) (1999)",713
lord of the flies (1963),714
modern times (1936),715
"hustler, the (1961)",716
inherit the wind (1960),717
"place in the sun, a (1951)",718
high fidelity (2000),719
hook (1991),720
midnight express (1978),721
misery (1990),722
my life (1993),723
network (1976),724
"odd couple, the (1968)",725
return to me (2000),726
me myself i (2000),727
parenthood (1989),728
predator (1987),729
"prince of tides, the (1991)",730
keeping the faith (2000),731
what ever happened to baby jane? (1962),732
auntie mame (1958),733
guys and dolls (1955),734
caddyshack (1980),735
"virgin suicides, the (1999)",736
limelight (1952),737
"big kahuna, the (2000)",738
gladiator (2000),739
pee-wee's big adventure (1985),740
"gold rush, the (1925)",741
blazing saddles (1974),742
white christmas (1954),743
eraserhead (1977),744
blood simple (1984),745
soapdish (1991),746
hamlet (1990),747
coming home (1978),748
"conversation, the (1974)",749
serpico (1973),750
x-men (2000),751
anatomy of a murder (1959),752
breaker morant (1980),753
"official story, the (la historia oficial) (1985)",754
steel magnolias (1989),755
the spiral staircase (1945),756
"eyes of tammy faye, the (2000)",757
supergirl (1984),758
almost famous (2000),759
dancer in the dark (2000),760
best in show (2000),761
"invisible man, the (1933)",762
meet the parents (2000),763
requiem for a dream (2000),764
two family house (2000),765
billy elliot (2000),766
you can count on me (2000),767
how the grinch stole christmas (a.k.a. the grinch) (2000),768
unbreakable (2000),769
"crouching tiger, hidden dragon (wo hu cang long) (2000)",770
wall street (1987),771
punchline (1988),772
"dude, where's my car? (2000)",773
finding forrester (2000),774
"house of mirth, the (2000)",775
miss congeniality (2000),776
"o brother, where art thou? (2000)",777
state and main (2000),778
traffic (2000),779
friendly persuasion (1956),780
"with a friend like harry... (harry, un ami qui vous veut du bien) (2000)",781
"evil dead, the (1981)",782
"glass menagerie, the (1987)",783
hope and glory (1987),784
my demon lover (1987),785
in the mood for love (fa yeung nin wa) (2000),786
"widow of st. pierre, the (veuve de saint-pierre, la) (2000)",787
"caveman's valentine, the (2001)",788
series 7: the contenders (2001),789
long night's journey into day (2000),790
avalon (1990),791
"bishop's wife, the (1947)",792
"greatest story ever told, the (1965)",793
elmer gantry (1960),794
alfie (1966),795
i know where i'm going! (1945),796
losin' it (1983),797
manhunter (1986),798
reversal of fortune (1990),799
revenge of the nerds (1984),800
river's edge (1986),801
necessary roughness (1991),802
enemy at the gates (2001),803
memento (2000),804
spy kids (2001),805
bridget jones's diary (2001),806
"luzhin defence, the (2000)",807
scarface (1983),808
days of wine and roses (1962),809
norma rae (1979),810
love story (1970),811
shrek (2001),812
himalaya (himalaya - l'enfance d'un chef) (1999),813
ice castles (1978),814
mississippi burning (1988),815
throw momma from the train (1987),816
evolution (2001),817
divided we fall (musíme si pomáhat) (2000),818
gentlemen prefer blondes (1953),819
"seven year itch, the (1955)",820
tootsie (1982),821
a.i. artificial intelligence (2001),822
"princess and the warrior, the (krieger und die kaiserin, der) (2000)",823
"cannonball run, the (1981)",824
faust (1926),825
final fantasy: the spirits within (2001),826
legally blonde (2001),827
"score, the (2001)",828
more (1998),829
"accused, the (1988)",830
big business (1988),831
big top pee-wee (1988),832
coming to america (1988),833
crossing delancey (1988),834
my stepmother is an alien (1988),835
running on empty (1988),836
short circuit (1986),837
"vanishing, the (spoorloos) (1988)",838
"tetsuo, the ironman (tetsuo) (1988)",839
twins (1988),840
bill & ted's excellent adventure (1989),841
gross anatomy (a.k.a. a cut above) (1989),842
jesus of montreal (jésus de montréal) (1989),843
look who's talking (1989),844
major league (1989),845
jurassic park iii (2001),846
america's sweethearts (2001),847
ghost world (2001),848
turner & hooch (1989),849
uhf (1989),850
black robe (1991),851
marat/sade (1966),852
session 9 (2001),853
little man tate (1991),854
"little foxes, the (1941)",855
"vanishing, the (1993)",856
silkwood (1983),857
spacecamp (1986),858
zoolander (2001),859
serendipity (2001),860
coal miner's daughter (1980),861
fiddler on the roof (1971),862
k-pax (2001),863
donnie darko (2001),864
"man who wasn't there, the (2001)",865
harry potter and the sorcerer's stone (a.k.a. harry potter and the philosopher's stone) (2001),866
"devil's backbone, the (espinazo del diablo, el) (2001)",867
"now, voyager (1942)",868
ocean's eleven (2001),869
and then there were none (1945),870
"blue angel, the (blaue engel, der) (1930)",871
"amelie (fabuleux destin d'amélie poulain, le) (2001)",872
"royal tenenbaums, the (2001)",873
bill & ted's bogus journey (1991),874
"lord of the rings: the fellowship of the ring, the (2001)",875
"beautiful mind, a (2001)",876
"defiant ones, the (1958)",877
witness for the prosecution (1957),878
yentl (1983),879
monster's ball (2001),880
"truly, madly, deeply (1991)",881
the count of monte cristo (2002),882
"going places (valseuses, les) (1974)",883
"bad and the beautiful, the (1952)",884
sleuth (1972),885
monsoon wedding (2001),886
"bad news bears, the (1976)",887
"oh, god! book ii (1980)",888
promises (2001),889
return of the secaucus 7 (1980),890
blade ii (2002),891
panic room (2002),892
rashomon (rashômon) (1950),893
frailty (2001),894
"rome, open city (a.k.a. open city) (roma, città aperta) (1945)",895
enigma (2001),896
spider-man (2002),897
butterflies are free (1972),898
about a boy (2002),899
"believer, the (2001)",900
insomnia (2002),901
requiem for a heavyweight (1962),902
84 charing cross road (1987),903
minority report (2002),904
rabbit-proof fence (2002),905
lovely & amazing (2001),906
pumpkin (2002),907
men in black ii (a.k.a. miib) (a.k.a. mib 2) (2002),908
road to perdition (2002),909
the importance of being earnest (1952),910
z (1969),911
"kid stays in the picture, the (2002)",912
red beard (akahige) (1965),913
signs (2002),914
"good girl, the (2002)",915
possession (2002),916
one hour photo (2002),917
down and out in beverly hills (1986),918
igby goes down (2002),919
"yearling, the (1946)",920
"lavender hill mob, the (1951)",921
spirited away (sen to chihiro no kamikakushi) (2001),922
jonah: a veggietales movie (2002),923
red dragon (2002),924
heaven (2002),925
"pride of the yankees, the (1942)",926
bowling for columbine (2002),927
punch-drunk love (2002),928
"grey zone, the (2001)",929
real women have curves (2002),930
grave of the fireflies (hotaru no haka) (1988),931
staying alive (1983),932
"chosen, the (1981)",933
gallipoli (1981),934
frida (2002),935
roger dodger (2002),936
"world of henry orient, the (1964)",937
far from heaven (2002),938
harry potter and the chamber of secrets (2002),939
standing in the shadows of motown (2002),940
personal velocity (2002),941
"quiet american, the (2002)",942
talk to her (hable con ella) (2002),943
zulu (1964),944
"lord of the rings: the two towers, the (2002)",945
25th hour (2002),946
my neighbor totoro (tonari no totoro) (1988),947
catch me if you can (2002),948
chicago (2002),949
nicholas nickleby (2002),950
"pianist, the (2002)",951
love liza (2002),952
confessions of a dangerous mind (2002),953
city of god (cidade de deus) (2002),954
alice adams (1935),955
dogfight (1991),956
imitation of life (1959),957
amen. (2002),958
final destination 2 (2003),959
may (2002),960
kiss me goodbye (1982),961
missing (1982),962
monty python live at the hollywood bowl (1982),963
"night of the shooting stars (notte di san lorenzo, la) (1982)",964
shanghai knights (2003),965
daredevil (2003),966
all the real girls (2003),967
he loves me... he loves me not (à la folie... pas du tout) (2002),968
"black stallion, the (1979)",969
"patch of blue, a (1965)",970
"red badge of courage, the (1951)",971
pillow talk (1959),972
old school (2003),973
stone reader (2002),974
spider (2002),975
lady jane (1986),976
irreversible (irréversible) (2002),977
nowhere in africa (nirgendwo in afrika) (2001),978
bend it like beckham (2002),979
"talk of the town, the (1942)",980
born free (1966),981
europa europa (hitlerjunge salomon) (1990),982
green card (1990),983
ringu (ring) (1998),984
salaam bombay! (1988),985
sweet charity (1969),986
"awful truth, the (1937)",987
raising victor vargas (2002),988
stevie (2002),989
in a lonely place (1950),990
phone booth (2002),991
cowboy bebop: the movie (cowboy bebop: tengoku no tobira) (2001),992
"man without a past, the (mies vailla menneisyyttä) (2002)",993
better luck tomorrow (2002),994
ghosts of the abyss (2003),995
house of 1000 corpses (2003),996
lilya 4-ever (lilja 4-ever) (2002),997
"mighty wind, a (2003)",998
holes (2003),999
"winged migration (peuple migrateur, le) (2001)",1000
fahrenheit 451 (1966),1001
legal eagles (1986),1002
identity (2003),1003
"decade under the influence, a (2003)",1004
spellbound (2002),1005
x2: x-men united (2003),1006
blue car (2002),1007
owning mahowny (2003),1008
"man on the train (homme du train, l') (2002)",1009
"shape of things, the (2003)",1010
laputa: castle in the sky (tenkû no shiro rapyuta) (1986),1011
down with love (2003),1012
cinemania (2002),1013
bruce almighty (2003),1014
gigantic (a tale of two johns) (2002),1015
finding nemo (2003),1016
"italian job, the (2003)",1017
capturing the friedmans (2003),1018
whale rider (2002),1019
silk stockings (1957),1020
murder on a sunday morning (un coupable idéal) (2001),1021
"walk, don't run (1966)",1022
shenandoah (1965),1023
barton fink (1991),1024
"long, hot summer, the (1958)",1025
music box (1989),1026
mississippi masala (1991),1027
28 days later (2002),1028
you only live once (1937),1029
anastasia (1956),1030
hulk (2003),1031
"legally blonde 2: red, white & blonde (2003)",1032
sinbad: legend of the seven seas (2003),1033
pirates of the caribbean: the curse of the black pearl (2003),1034
"league of extraordinary gentlemen, the (a.k.a. lxg) (2003)",1035
